State,Year,Citizenship,Status,Gender,Level,Count,Latitude,Longitude
Australian Capital Territory,2017,Domestic,Beginning,Female,Postgraduate,1737,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Beginning,Female,Postgraduate,1643,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Beginning,Female,Postgraduate,1637,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Beginning,Female,Postgraduate,1682,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Beginning,Female,Postgraduate,1680,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Beginning,Female,Undergraduate,4084,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Beginning,Female,Undergraduate,3760,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Beginning,Female,Undergraduate,3956,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Beginning,Female,Undergraduate,3422,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Beginning,Female,Undergraduate,4315,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Beginning,Male,Postgraduate,1466,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Beginning,Male,Postgraduate,1352,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Beginning,Male,Postgraduate,1266,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Beginning,Male,Postgraduate,1292,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Beginning,Male,Postgraduate,1321,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Beginning,Male,Undergraduate,3557,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Beginning,Male,Undergraduate,3175,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Beginning,Male,Undergraduate,3184,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Beginning,Male,Undergraduate,2780,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Beginning,Male,Undergraduate,3335,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Continuing,Female,Postgraduate,1257,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Continuing,Female,Postgraduate,1190,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Continuing,Female,Postgraduate,1328,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Continuing,Female,Postgraduate,1188,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Continuing,Female,Postgraduate,1531,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Continuing,Female,Undergraduate,4846,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Continuing,Female,Undergraduate,5105,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Continuing,Female,Undergraduate,4693,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Continuing,Female,Undergraduate,5061,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Continuing,Female,Undergraduate,4935,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Continuing,Male,Postgraduate,927,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Continuing,Male,Postgraduate,888,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Continuing,Male,Postgraduate,989,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Continuing,Male,Postgraduate,937,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Continuing,Male,Postgraduate,991,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Continuing,Male,Undergraduate,4330,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Continuing,Male,Undergraduate,4676,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Continuing,Male,Undergraduate,4326,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Continuing,Male,Undergraduate,4464,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Continuing,Male,Undergraduate,4312,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Finishing,Female,Postgraduate,1802,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Finishing,Female,Postgraduate,1527,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Finishing,Female,Postgraduate,1343,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Finishing,Female,Postgraduate,1471,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Finishing,Female,Postgraduate,1194,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Finishing,Female,Undergraduate,2084,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Finishing,Female,Undergraduate,2199,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Finishing,Female,Undergraduate,2360,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Finishing,Female,Undergraduate,2325,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Finishing,Female,Undergraduate,2348,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Finishing,Male,Postgraduate,1419,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Finishing,Male,Postgraduate,1269,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Finishing,Male,Postgraduate,1083,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Finishing,Male,Postgraduate,1068,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Finishing,Male,Postgraduate,1032,-35.4618,148.983
Australian Capital Territory,2017,Domestic,Finishing,Male,Undergraduate,1641,-35.4618,148.983
Australian Capital Territory,2018,Domestic,Finishing,Male,Undergraduate,1672,-35.4618,148.983
Australian Capital Territory,2019,Domestic,Finishing,Male,Undergraduate,1803,-35.4618,148.983
Australian Capital Territory,2020,Domestic,Finishing,Male,Undergraduate,1857,-35.4618,148.983
Australian Capital Territory,2021,Domestic,Finishing,Male,Undergraduate,1809,-35.4618,148.983
Australian Capital Territory,2017,International,Beginning,Female,Postgraduate,1916,-35.4618,148.983
Australian Capital Territory,2018,International,Beginning,Female,Postgraduate,2403,-35.4618,148.983
Australian Capital Territory,2019,International,Beginning,Female,Postgraduate,1997,-35.4618,148.983
Australian Capital Territory,2020,International,Beginning,Female,Postgraduate,1562,-35.4618,148.983
Australian Capital Territory,2021,International,Beginning,Female,Postgraduate,1627,-35.4618,148.983
Australian Capital Territory,2017,International,Beginning,Female,Undergraduate,1002,-35.4618,148.983
Australian Capital Territory,2018,International,Beginning,Female,Undergraduate,1000,-35.4618,148.983
Australian Capital Territory,2019,International,Beginning,Female,Undergraduate,913,-35.4618,148.983
Australian Capital Territory,2020,International,Beginning,Female,Undergraduate,686,-35.4618,148.983
Australian Capital Territory,2021,International,Beginning,Female,Undergraduate,624,-35.4618,148.983
Australian Capital Territory,2017,International,Beginning,Male,Postgraduate,1595,-35.4618,148.983
Australian Capital Territory,2018,International,Beginning,Male,Postgraduate,2016,-35.4618,148.983
Australian Capital Territory,2019,International,Beginning,Male,Postgraduate,1761,-35.4618,148.983
Australian Capital Territory,2020,International,Beginning,Male,Postgraduate,1427,-35.4618,148.983
Australian Capital Territory,2021,International,Beginning,Male,Postgraduate,1501,-35.4618,148.983
Australian Capital Territory,2017,International,Beginning,Male,Undergraduate,1045,-35.4618,148.983
Australian Capital Territory,2018,International,Beginning,Male,Undergraduate,1060,-35.4618,148.983
Australian Capital Territory,2019,International,Beginning,Male,Undergraduate,987,-35.4618,148.983
Australian Capital Territory,2020,International,Beginning,Male,Undergraduate,636,-35.4618,148.983
Australian Capital Territory,2021,International,Beginning,Male,Undergraduate,669,-35.4618,148.983
Australian Capital Territory,2017,International,Continuing,Female,Postgraduate,404,-35.4618,148.983
Australian Capital Territory,2018,International,Continuing,Female,Postgraduate,437,-35.4618,148.983
Australian Capital Territory,2019,International,Continuing,Female,Postgraduate,699,-35.4618,148.983
Australian Capital Territory,2020,International,Continuing,Female,Postgraduate,742,-35.4618,148.983
Australian Capital Territory,2021,International,Continuing,Female,Postgraduate,692,-35.4618,148.983
Australian Capital Territory,2017,International,Continuing,Female,Undergraduate,845,-35.4618,148.983
Australian Capital Territory,2018,International,Continuing,Female,Undergraduate,857,-35.4618,148.983
Australian Capital Territory,2019,International,Continuing,Female,Undergraduate,920,-35.4618,148.983
Australian Capital Territory,2020,International,Continuing,Female,Undergraduate,968,-35.4618,148.983
Australian Capital Territory,2021,International,Continuing,Female,Undergraduate,868,-35.4618,148.983
Australian Capital Territory,2017,International,Continuing,Male,Postgraduate,562,-35.4618,148.983
Australian Capital Territory,2018,International,Continuing,Male,Postgraduate,574,-35.4618,148.983
Australian Capital Territory,2019,International,Continuing,Male,Postgraduate,855,-35.4618,148.983
Australian Capital Territory,2020,International,Continuing,Male,Postgraduate,926,-35.4618,148.983
Australian Capital Territory,2021,International,Continuing,Male,Postgraduate,825,-35.4618,148.983
Australian Capital Territory,2017,International,Continuing,Male,Undergraduate,892,-35.4618,148.983
Australian Capital Territory,2018,International,Continuing,Male,Undergraduate,899,-35.4618,148.983
Australian Capital Territory,2019,International,Continuing,Male,Undergraduate,1030,-35.4618,148.983
Australian Capital Territory,2020,International,Continuing,Male,Undergraduate,1040,-35.4618,148.983
Australian Capital Territory,2021,International,Continuing,Male,Undergraduate,794,-35.4618,148.983
Australian Capital Territory,2017,International,Finishing,Female,Postgraduate,1292,-35.4618,148.983
Australian Capital Territory,2018,International,Finishing,Female,Postgraduate,1645,-35.4618,148.983
Australian Capital Territory,2019,International,Finishing,Female,Postgraduate,1816,-35.4618,148.983
Australian Capital Territory,2020,International,Finishing,Female,Postgraduate,1682,-35.4618,148.983
Australian Capital Territory,2021,International,Finishing,Female,Postgraduate,1485,-35.4618,148.983
Australian Capital Territory,2017,International,Finishing,Female,Undergraduate,644,-35.4618,148.983
Australian Capital Territory,2018,International,Finishing,Female,Undergraduate,745,-35.4618,148.983
Australian Capital Territory,2019,International,Finishing,Female,Undergraduate,792,-35.4618,148.983
Australian Capital Territory,2020,International,Finishing,Female,Undergraduate,647,-35.4618,148.983
Australian Capital Territory,2021,International,Finishing,Female,Undergraduate,653,-35.4618,148.983
Australian Capital Territory,2017,International,Finishing,Male,Postgraduate,1291,-35.4618,148.983
Australian Capital Territory,2018,International,Finishing,Male,Postgraduate,1385,-35.4618,148.983
Australian Capital Territory,2019,International,Finishing,Male,Postgraduate,1473,-35.4618,148.983
Australian Capital Territory,2020,International,Finishing,Male,Postgraduate,1457,-35.4618,148.983
Australian Capital Territory,2021,International,Finishing,Male,Postgraduate,1376,-35.4618,148.983
Australian Capital Territory,2017,International,Finishing,Male,Undergraduate,679,-35.4618,148.983
Australian Capital Territory,2018,International,Finishing,Male,Undergraduate,726,-35.4618,148.983
Australian Capital Territory,2019,International,Finishing,Male,Undergraduate,700,-35.4618,148.983
Australian Capital Territory,2020,International,Finishing,Male,Undergraduate,676,-35.4618,148.983
Australian Capital Territory,2021,International,Finishing,Male,Undergraduate,703,-35.4618,148.983
New South Wales,2017,Domestic,Beginning,Female,Postgraduate,15656,-32.4751,146.781
New South Wales,2018,Domestic,Beginning,Female,Postgraduate,15634,-32.4751,146.781
New South Wales,2019,Domestic,Beginning,Female,Postgraduate,15802,-32.4751,146.781
New South Wales,2020,Domestic,Beginning,Female,Postgraduate,18970,-32.4751,146.781
New South Wales,2021,Domestic,Beginning,Female,Postgraduate,18805,-32.4751,146.781
New South Wales,2017,Domestic,Beginning,Female,Undergraduate,42464,-32.4751,146.781
New South Wales,2018,Domestic,Beginning,Female,Undergraduate,42919,-32.4751,146.781
New South Wales,2019,Domestic,Beginning,Female,Undergraduate,42443,-32.4751,146.781
New South Wales,2020,Domestic,Beginning,Female,Undergraduate,44637,-32.4751,146.781
New South Wales,2021,Domestic,Beginning,Female,Undergraduate,45544,-32.4751,146.781
New South Wales,2017,Domestic,Beginning,Male,Postgraduate,10920,-32.4751,146.781
New South Wales,2018,Domestic,Beginning,Male,Postgraduate,10310,-32.4751,146.781
New South Wales,2019,Domestic,Beginning,Male,Postgraduate,10528,-32.4751,146.781
New South Wales,2020,Domestic,Beginning,Male,Postgraduate,13007,-32.4751,146.781
New South Wales,2021,Domestic,Beginning,Male,Postgraduate,13230,-32.4751,146.781
New South Wales,2017,Domestic,Beginning,Male,Undergraduate,32401,-32.4751,146.781
New South Wales,2018,Domestic,Beginning,Male,Undergraduate,31874,-32.4751,146.781
New South Wales,2019,Domestic,Beginning,Male,Undergraduate,30876,-32.4751,146.781
New South Wales,2020,Domestic,Beginning,Male,Undergraduate,32147,-32.4751,146.781
New South Wales,2021,Domestic,Beginning,Male,Undergraduate,32989,-32.4751,146.781
New South Wales,2017,Domestic,Continuing,Female,Postgraduate,12707,-32.4751,146.781
New South Wales,2018,Domestic,Continuing,Female,Postgraduate,13046,-32.4751,146.781
New South Wales,2019,Domestic,Continuing,Female,Postgraduate,12332,-32.4751,146.781
New South Wales,2020,Domestic,Continuing,Female,Postgraduate,12997,-32.4751,146.781
New South Wales,2021,Domestic,Continuing,Female,Postgraduate,14330,-32.4751,146.781
New South Wales,2017,Domestic,Continuing,Female,Undergraduate,57985,-32.4751,146.781
New South Wales,2018,Domestic,Continuing,Female,Undergraduate,58697,-32.4751,146.781
New South Wales,2019,Domestic,Continuing,Female,Undergraduate,60039,-32.4751,146.781
New South Wales,2020,Domestic,Continuing,Female,Undergraduate,61445,-32.4751,146.781
New South Wales,2021,Domestic,Continuing,Female,Undergraduate,64052,-32.4751,146.781
New South Wales,2017,Domestic,Continuing,Male,Postgraduate,10641,-32.4751,146.781
New South Wales,2018,Domestic,Continuing,Male,Postgraduate,10479,-32.4751,146.781
New South Wales,2019,Domestic,Continuing,Male,Postgraduate,9714,-32.4751,146.781
New South Wales,2020,Domestic,Continuing,Male,Postgraduate,9334,-32.4751,146.781
New South Wales,2021,Domestic,Continuing,Male,Postgraduate,9914,-32.4751,146.781
New South Wales,2017,Domestic,Continuing,Male,Undergraduate,48576,-32.4751,146.781
New South Wales,2018,Domestic,Continuing,Male,Undergraduate,49398,-32.4751,146.781
New South Wales,2019,Domestic,Continuing,Male,Undergraduate,49739,-32.4751,146.781
New South Wales,2020,Domestic,Continuing,Male,Undergraduate,49625,-32.4751,146.781
New South Wales,2021,Domestic,Continuing,Male,Undergraduate,51009,-32.4751,146.781
New South Wales,2017,Domestic,Finishing,Female,Postgraduate,11304,-32.4751,146.781
New South Wales,2018,Domestic,Finishing,Female,Postgraduate,10945,-32.4751,146.781
New South Wales,2019,Domestic,Finishing,Female,Postgraduate,11444,-32.4751,146.781
New South Wales,2020,Domestic,Finishing,Female,Postgraduate,11267,-32.4751,146.781
New South Wales,2021,Domestic,Finishing,Female,Postgraduate,12102,-32.4751,146.781
New South Wales,2017,Domestic,Finishing,Female,Undergraduate,23248,-32.4751,146.781
New South Wales,2018,Domestic,Finishing,Female,Undergraduate,23287,-32.4751,146.781
New South Wales,2019,Domestic,Finishing,Female,Undergraduate,23474,-32.4751,146.781
New South Wales,2020,Domestic,Finishing,Female,Undergraduate,22799,-32.4751,146.781
New South Wales,2021,Domestic,Finishing,Female,Undergraduate,22451,-32.4751,146.781
New South Wales,2017,Domestic,Finishing,Male,Postgraduate,8229,-32.4751,146.781
New South Wales,2018,Domestic,Finishing,Male,Postgraduate,7888,-32.4751,146.781
New South Wales,2019,Domestic,Finishing,Male,Postgraduate,8014,-32.4751,146.781
New South Wales,2020,Domestic,Finishing,Male,Postgraduate,8131,-32.4751,146.781
New South Wales,2021,Domestic,Finishing,Male,Postgraduate,8437,-32.4751,146.781
New South Wales,2017,Domestic,Finishing,Male,Undergraduate,16679,-32.4751,146.781
New South Wales,2018,Domestic,Finishing,Male,Undergraduate,17149,-32.4751,146.781
New South Wales,2019,Domestic,Finishing,Male,Undergraduate,17136,-32.4751,146.781
New South Wales,2020,Domestic,Finishing,Male,Undergraduate,17069,-32.4751,146.781
New South Wales,2021,Domestic,Finishing,Male,Undergraduate,16268,-32.4751,146.781
New South Wales,2017,International,Beginning,Female,Postgraduate,13613,-32.4751,146.781
New South Wales,2018,International,Beginning,Female,Postgraduate,14656,-32.4751,146.781
New South Wales,2019,International,Beginning,Female,Postgraduate,16243,-32.4751,146.781
New South Wales,2020,International,Beginning,Female,Postgraduate,12989,-32.4751,146.781
New South Wales,2021,International,Beginning,Female,Postgraduate,11695,-32.4751,146.781
New South Wales,2017,International,Beginning,Female,Undergraduate,9500,-32.4751,146.781
New South Wales,2018,International,Beginning,Female,Undergraduate,9886,-32.4751,146.781
New South Wales,2019,International,Beginning,Female,Undergraduate,10968,-32.4751,146.781
New South Wales,2020,International,Beginning,Female,Undergraduate,9404,-32.4751,146.781
New South Wales,2021,International,Beginning,Female,Undergraduate,9160,-32.4751,146.781
New South Wales,2017,International,Beginning,Male,Postgraduate,15405,-32.4751,146.781
New South Wales,2018,International,Beginning,Male,Postgraduate,15180,-32.4751,146.781
New South Wales,2019,International,Beginning,Male,Postgraduate,16333,-32.4751,146.781
New South Wales,2020,International,Beginning,Male,Postgraduate,11815,-32.4751,146.781
New South Wales,2021,International,Beginning,Male,Postgraduate,10241,-32.4751,146.781
New South Wales,2017,International,Beginning,Male,Undergraduate,9602,-32.4751,146.781
New South Wales,2018,International,Beginning,Male,Undergraduate,10148,-32.4751,146.781
New South Wales,2019,International,Beginning,Male,Undergraduate,10977,-32.4751,146.781
New South Wales,2020,International,Beginning,Male,Undergraduate,9621,-32.4751,146.781
New South Wales,2021,International,Beginning,Male,Undergraduate,8980,-32.4751,146.781
New South Wales,2017,International,Continuing,Female,Postgraduate,4011,-32.4751,146.781
New South Wales,2018,International,Continuing,Female,Postgraduate,4521,-32.4751,146.781
New South Wales,2019,International,Continuing,Female,Postgraduate,4896,-32.4751,146.781
New South Wales,2020,International,Continuing,Female,Postgraduate,6682,-32.4751,146.781
New South Wales,2021,International,Continuing,Female,Postgraduate,3418,-32.4751,146.781
New South Wales,2017,International,Continuing,Female,Undergraduate,7840,-32.4751,146.781
New South Wales,2018,International,Continuing,Female,Undergraduate,9156,-32.4751,146.781
New South Wales,2019,International,Continuing,Female,Undergraduate,9797,-32.4751,146.781
New South Wales,2020,International,Continuing,Female,Undergraduate,10911,-32.4751,146.781
New South Wales,2021,International,Continuing,Female,Undergraduate,10776,-32.4751,146.781
New South Wales,2017,International,Continuing,Male,Postgraduate,6798,-32.4751,146.781
New South Wales,2018,International,Continuing,Male,Postgraduate,7535,-32.4751,146.781
New South Wales,2019,International,Continuing,Male,Postgraduate,7302,-32.4751,146.781
New South Wales,2020,International,Continuing,Male,Postgraduate,7573,-32.4751,146.781
New South Wales,2021,International,Continuing,Male,Postgraduate,4016,-32.4751,146.781
New South Wales,2017,International,Continuing,Male,Undergraduate,9672,-32.4751,146.781
New South Wales,2018,International,Continuing,Male,Undergraduate,10809,-32.4751,146.781
New South Wales,2019,International,Continuing,Male,Undergraduate,11714,-32.4751,146.781
New South Wales,2020,International,Continuing,Male,Undergraduate,11818,-32.4751,146.781
New South Wales,2021,International,Continuing,Male,Undergraduate,12208,-32.4751,146.781
New South Wales,2017,International,Finishing,Female,Postgraduate,9040,-32.4751,146.781
New South Wales,2018,International,Finishing,Female,Postgraduate,10859,-32.4751,146.781
New South Wales,2019,International,Finishing,Female,Postgraduate,11740,-32.4751,146.781
New South Wales,2020,International,Finishing,Female,Postgraduate,11112,-32.4751,146.781
New South Wales,2021,International,Finishing,Female,Postgraduate,13942,-32.4751,146.781
New South Wales,2017,International,Finishing,Female,Undergraduate,5576,-32.4751,146.781
New South Wales,2018,International,Finishing,Female,Undergraduate,6476,-32.4751,146.781
New South Wales,2019,International,Finishing,Female,Undergraduate,7261,-32.4751,146.781
New South Wales,2020,International,Finishing,Female,Undergraduate,6923,-32.4751,146.781
New South Wales,2021,International,Finishing,Female,Undergraduate,7691,-32.4751,146.781
New South Wales,2017,International,Finishing,Male,Postgraduate,8609,-32.4751,146.781
New South Wales,2018,International,Finishing,Male,Postgraduate,10893,-32.4751,146.781
New South Wales,2019,International,Finishing,Male,Postgraduate,11743,-32.4751,146.781
New South Wales,2020,International,Finishing,Male,Postgraduate,11296,-32.4751,146.781
New South Wales,2021,International,Finishing,Male,Postgraduate,12376,-32.4751,146.781
New South Wales,2017,International,Finishing,Male,Undergraduate,4814,-32.4751,146.781
New South Wales,2018,International,Finishing,Male,Undergraduate,5366,-32.4751,146.781
New South Wales,2019,International,Finishing,Male,Undergraduate,6098,-32.4751,146.781
New South Wales,2020,International,Finishing,Male,Undergraduate,6365,-32.4751,146.781
New South Wales,2021,International,Finishing,Male,Undergraduate,6768,-32.4751,146.781
Northern Territory,2017,Domestic,Beginning,Female,Postgraduate,333,-20.1026,133.78
Northern Territory,2018,Domestic,Beginning,Female,Postgraduate,398,-20.1026,133.78
Northern Territory,2019,Domestic,Beginning,Female,Postgraduate,420,-20.1026,133.78
Northern Territory,2020,Domestic,Beginning,Female,Postgraduate,757,-20.1026,133.78
Northern Territory,2021,Domestic,Beginning,Female,Postgraduate,587,-20.1026,133.78
Northern Territory,2017,Domestic,Beginning,Female,Undergraduate,1646,-20.1026,133.78
Northern Territory,2018,Domestic,Beginning,Female,Undergraduate,1807,-20.1026,133.78
Northern Territory,2019,Domestic,Beginning,Female,Undergraduate,1922,-20.1026,133.78
Northern Territory,2020,Domestic,Beginning,Female,Undergraduate,2362,-20.1026,133.78
Northern Territory,2021,Domestic,Beginning,Female,Undergraduate,2822,-20.1026,133.78
Northern Territory,2017,Domestic,Beginning,Male,Postgraduate,91,-20.1026,133.78
Northern Territory,2018,Domestic,Beginning,Male,Postgraduate,144,-20.1026,133.78
Northern Territory,2019,Domestic,Beginning,Male,Postgraduate,225,-20.1026,133.78
Northern Territory,2020,Domestic,Beginning,Male,Postgraduate,229,-20.1026,133.78
Northern Territory,2021,Domestic,Beginning,Male,Postgraduate,186,-20.1026,133.78
Northern Territory,2017,Domestic,Beginning,Male,Undergraduate,637,-20.1026,133.78
Northern Territory,2018,Domestic,Beginning,Male,Undergraduate,631,-20.1026,133.78
Northern Territory,2019,Domestic,Beginning,Male,Undergraduate,713,-20.1026,133.78
Northern Territory,2020,Domestic,Beginning,Male,Undergraduate,750,-20.1026,133.78
Northern Territory,2021,Domestic,Beginning,Male,Undergraduate,742,-20.1026,133.78
Northern Territory,2017,Domestic,Continuing,Female,Postgraduate,289,-20.1026,133.78
Northern Territory,2018,Domestic,Continuing,Female,Postgraduate,241,-20.1026,133.78
Northern Territory,2019,Domestic,Continuing,Female,Postgraduate,340,-20.1026,133.78
Northern Territory,2020,Domestic,Continuing,Female,Postgraduate,126,-20.1026,133.78
Northern Territory,2021,Domestic,Continuing,Female,Postgraduate,351,-20.1026,133.78
Northern Territory,2017,Domestic,Continuing,Female,Undergraduate,2606,-20.1026,133.78
Northern Territory,2018,Domestic,Continuing,Female,Undergraduate,2743,-20.1026,133.78
Northern Territory,2019,Domestic,Continuing,Female,Undergraduate,2844,-20.1026,133.78
Northern Territory,2020,Domestic,Continuing,Female,Undergraduate,3096,-20.1026,133.78
Northern Territory,2021,Domestic,Continuing,Female,Undergraduate,3540,-20.1026,133.78
Northern Territory,2017,Domestic,Continuing,Male,Postgraduate,112,-20.1026,133.78
Northern Territory,2018,Domestic,Continuing,Male,Postgraduate,120,-20.1026,133.78
Northern Territory,2019,Domestic,Continuing,Male,Postgraduate,169,-20.1026,133.78
Northern Territory,2020,Domestic,Continuing,Male,Postgraduate,128,-20.1026,133.78
Northern Territory,2021,Domestic,Continuing,Male,Postgraduate,181,-20.1026,133.78
Northern Territory,2017,Domestic,Continuing,Male,Undergraduate,962,-20.1026,133.78
Northern Territory,2018,Domestic,Continuing,Male,Undergraduate,941,-20.1026,133.78
Northern Territory,2019,Domestic,Continuing,Male,Undergraduate,1039,-20.1026,133.78
Northern Territory,2020,Domestic,Continuing,Male,Undergraduate,1038,-20.1026,133.78
Northern Territory,2021,Domestic,Continuing,Male,Undergraduate,1192,-20.1026,133.78
Northern Territory,2017,Domestic,Finishing,Female,Postgraduate,197,-20.1026,133.78
Northern Territory,2018,Domestic,Finishing,Female,Postgraduate,215,-20.1026,133.78
Northern Territory,2019,Domestic,Finishing,Female,Postgraduate,229,-20.1026,133.78
Northern Territory,2020,Domestic,Finishing,Female,Postgraduate,451,-20.1026,133.78
Northern Territory,2021,Domestic,Finishing,Female,Postgraduate,324,-20.1026,133.78
Northern Territory,2017,Domestic,Finishing,Female,Undergraduate,684,-20.1026,133.78
Northern Territory,2018,Domestic,Finishing,Female,Undergraduate,676,-20.1026,133.78
Northern Territory,2019,Domestic,Finishing,Female,Undergraduate,806,-20.1026,133.78
Northern Territory,2020,Domestic,Finishing,Female,Undergraduate,785,-20.1026,133.78
Northern Territory,2021,Domestic,Finishing,Female,Undergraduate,965,-20.1026,133.78
Northern Territory,2017,Domestic,Finishing,Male,Postgraduate,85,-20.1026,133.78
Northern Territory,2018,Domestic,Finishing,Male,Postgraduate,62,-20.1026,133.78
Northern Territory,2019,Domestic,Finishing,Male,Postgraduate,58,-20.1026,133.78
Northern Territory,2020,Domestic,Finishing,Male,Postgraduate,128,-20.1026,133.78
Northern Territory,2021,Domestic,Finishing,Male,Postgraduate,94,-20.1026,133.78
Northern Territory,2017,Domestic,Finishing,Male,Undergraduate,225,-20.1026,133.78
Northern Territory,2018,Domestic,Finishing,Male,Undergraduate,235,-20.1026,133.78
Northern Territory,2019,Domestic,Finishing,Male,Undergraduate,227,-20.1026,133.78
Northern Territory,2020,Domestic,Finishing,Male,Undergraduate,282,-20.1026,133.78
Northern Territory,2021,Domestic,Finishing,Male,Undergraduate,283,-20.1026,133.78
